ID,Question,Answer,Tags,Department
111,Does the library security deposit amount vary by program?,"Based on the fee structure provided, the library security deposit is Rs. 2,000 for BBA/BS, MBA, BBA Agribusiness, Mathematics, and B.Ed programs. It is consistently Rs. 2,000 across all listed programs.","Library Security, Deposit, Varies, Programs, Rs. 2,000",Admissions
112,Is the library deposit charged every semester or only once?,"The library security deposit appears as part of the first semester fee structure. Since it is refundable and not listed as a recurring charge, it is likely a one-time deposit collected at the beginning of the program.","Library Deposit, One-Time, Every Semester, Refundable",Admissions
113,Does the fee differ for Mathematics or Education programs?,"Yes, the fee structure differs for Mathematics and Education (B.Ed) programs. Both have a first semester fee of Rs. 25,000 (subsequent: Rs. 23,000), which is significantly lower than BBA/BS (Rs. 95,000 first semester, Rs. 78,000 subsequent).","Mathematics, Education, B.Ed, Fee Difference, Programs",Mathematics / Education
114,Is the semester fee for BS Mathematics the same as BBA?,"No, BS Mathematics has a much lower fee. The first semester fee for Mathematics is Rs. 25,000 (subsequent: Rs. 23,000), compared to Rs. 95,000 (subsequent: Rs. 78,000) for BBA/BS programs.","BS Mathematics, BBA, Fee Comparison, Semester",Mathematics
115,How much is the fee for B.Ed program at Sukkur IBA?,"The first semester fee for the B.Ed program is Rs. 25,000. The subsequent semester fee is Rs. 23,000. The fee includes admission fee, tuition fee (Rs. 22,000), SISC contribution (Rs. 1,000), and refundable library security deposit (Rs. 2,000).","B.Ed, Fee, Rs. 25,000, Semester, Education",Education
116,Are Mathematics and B.Ed program fees the same?,"Yes, both the Mathematics and B.Ed programs have the same fee structure: Rs. 25,000 for the first semester and Rs. 23,000 for subsequent semesters.","Mathematics, B.Ed, Same Fee, Comparison, Rs. 25,000",Mathematics / Education
117,Why is the fee for Mathematics lower than BBA at Sukkur IBA?,"The fee structures differ because Mathematics and B.Ed programs do not include charges like development fee, exam material fee, lab cum library fee, or page/spider charges, which are part of the BBA/BS fee. This results in a significantly lower total for Mathematics (Rs. 25,000) compared to BBA/BS (Rs. 95,000).","Mathematics, BBA, Fee Difference, Lower, Components",Mathematics / Business Administration
118,What is included in the Mathematics program fee at Sukkur IBA?,"The Mathematics program first semester fee of Rs. 25,000 includes: Admission Fee (Rs. 22,000), SISC Contribution (Rs. 1,000), and Library Security Refundable Deposit (Rs. 2,000). Subsequent semesters cost Rs. 23,000","Mathematics, Fee Breakdown, Rs. 25,000, Components",Mathematics
119,How much does a student pay per semester for B.Ed at Sukkur IBA?,"A B.Ed student pays Rs. 25,000 for the first semester and Rs. 23,000 for each subsequent semester.","B.Ed, Semester Fee, Rs. 25,000, Rs. 23,000",Education
120,Is the Education program fee affordable compared to engineering or BBA?,"Yes, the B.Ed program fee (Rs. 25,000 first semester, Rs. 23,000 subsequent) is considerably more affordable than BBA/BS (Rs. 95,000 first semester) and also lower than the Energy Systems Engineering program (Rs. 47,000 first semester).","B.Ed, Affordable, Engineering, BBA, Fee Comparison",Education
121,What is the fee for MBA program?,"The first semester fee for the MBA program includes: Admission Fee (Rs. 15,000), Tuition Fee (Rs. 56,800), Development Fee (Rs. 13,000), Exam Material Fee (Rs. 5,700), Lab Cum Library Fee (Rs. 5,700), SISC Contribution (Rs. 1,000), Page/Spider Charges (Rs. 800), and a refundable Library Security Deposit (Rs. 2,000). The fee for each subsequent semester is Rs. 83,000.","MBA, Master's, Fee, Semester, Rs. 83,000",Business Administration
122,How much does the MBA program cost per semester at Sukkur IBA?,"The subsequent semester fee for the MBA (Master's) program is Rs. 83,000. The first semester fee is higher as it includes the one-time admission fee and refundable library security deposit on top of the recurring charges.","MBA, Cost, Semester, Rs. 83,000",Business Administration
123,What is the tuition fee for MBA at Sukkur IBA?,"The tuition fee for the MBA (Master's) program is Rs. 56,800 per semester, which is separate from other charges like development fee, exam material fee, and admission fee.","MBA, Tuition Fee, Rs. 56,800, Master's",Business Administration
124,Is MBA more expensive than BBA at Sukkur IBA?,"The subsequent semester fee for MBA is Rs. 83,000, compared to Rs. 78,000 for BBA/BS. So yes, the MBA is slightly more expensive per semester than BBA/BS from the second semester onward.","MBA, BBA, Fee Comparison, Expensive, Semester",Business Administration
125,What are the fee components for the MBA program?,"The MBA (Master's) program fee includes: Admission Fee (Rs. 15,000), Tuition Fee (Rs. 56,800), Development Fee (Rs. 13,000), Exam Material Fee (Rs. 5,700), Lab Cum Library Fee (Rs. 5,700), SISC Contribution (Rs. 1,000), Page/Spider Charges (Rs. 800), and Library Security Refundable Deposit (Rs. 2,000).","MBA, Fee Components, Breakdown, Master's",Business Administration
126,How much will I pay from the second semester of MBA onward?,"From the second semester onward, the MBA (Master's) program fee is Rs. 83,000 per semester.","MBA, Second Semester, Subsequent Fee, Rs. 83,000",Business Administration
127,What is the admission fee for the MBA program?,"The admission fee for the MBA (Master's) program is Rs. 15,000, which is the same as the BBA/BS admission fee and is included in the first semester fee.","MBA, Admission Fee, Rs. 15,000, Master's",Business Administration
128,Does the MBA program have a development fee?,"Yes, the MBA (Master's) program includes a development fee of Rs. 13,000, which is the same as the BBA/BS development fee and is part of the total semester fee.","MBA, Development Fee, Rs. 13,000, Master's",Business Administration
129,What is the minimum CGPA required to continue studies?,"A student must maintain a minimum CGPA of 2.2 on a cumulative basis throughout their stay at Sukkur IBA. A student with a CGPA between 2.0 and 2.2 is placed on probation for one semester and must improve to at least 2.2, failing which they may be dropped from the institute.","Minimum CGPA, 2.2, Continue Studies, Probation",Academic Affairs
130,How much CGPA do I need to maintain at Sukkur IBA?,"You must maintain a minimum cumulative CGPA of 2.2 at all times. Falling between 2.0 and 2.2 puts you on academic probation, and falling below 2.0 or failing to recover to 2.2 may result in being dropped from the program.","CGPA, Maintain, 2.2, Academic Standing",Academic Affairs
131,What is the CGPA threshold to avoid academic probation?,"You need a cumulative CGPA of at least 2.2 to avoid academic probation. A CGPA between 2.0 and 2.2 places you on probation for one semester, during which you must raise it back to 2.2.","CGPA, Probation, 2.2, Threshold",Academic Affairs
132,What is the minimum GPA needed to graduate from Sukkur IBA?,"To be eligible for a degree, your CGPA in the final semester must be at least 2.2. If it is between 2.0 and 2.2, you may be required to repeat courses or a semester to bring it up. If you fail to achieve 2.2, you will not be eligible for the degree, though a transcript of credits earned will be issued.","Minimum GPA, Graduation, 2.2, Degree Eligibility",Academic Affairs
